,pca-0,pca-1,pca-2,pca-3,pca-4,pca-5,pca-6,pca-7,pca-8,pca-9
0,-12.009221076965332,2.855628728866577,-4.250685691833496,3.4524338245391846,3.1518454551696777,0.5096959471702576,-0.21959517896175385,-0.2126966416835785,1.119733214378357,-0.2261675000190735
1,-12.123613357543945,1.4592338800430298,-4.6795125007629395,3.4253458976745605,3.004774332046509,0.3217513859272003,0.6055154204368591,-0.780976414680481,0.7696925401687622,0.12674635648727417
2,-11.609973907470703,0.5644201636314392,-6.61204719543457,4.271355628967285,2.2410361766815186,0.7315474152565002,-0.904064416885376,-1.2429169416427612,3.014136791229248,1.4108718633651733
3,-9.712845802307129,-4.807055473327637,-1.1208356618881226,-3.2635958194732666,-1.6670122146606445,-1.072719693183899,-0.17113704979419708,-5.883316516876221,-0.3899131119251251,1.1656270027160645
4,-8.660054206848145,-2.400475263595581,-7.040164470672607,-4.155066967010498,-1.311367154121399,0.027436982840299606,0.855506956577301,-4.086690425872803,-0.7117393612861633,1.6130491495132446
5,-2.4482665061950684,2.612499713897705,-9.14882755279541,-4.340315341949463,-4.015536785125732,0.049653735011816025,-0.6688425540924072,-0.7136401534080505,2.1057567596435547,2.969756841659546
6,0.6379123330116272,5.847971439361572,-7.071605682373047,-4.818772315979004,-1.8135277032852173,0.8464899659156799,-3.021719217300415,3.0654759407043457,0.40412548184394836,1.0750113725662231
7,0.15421317517757416,7.1566925048828125,-7.110877990722656,-0.9738274216651917,-2.7525854110717773,1.6283608675003052,-0.31075727939605713,2.1580941677093506,0.0645604357123375,1.366697907447815
8,9.291075706481934,3.6569814682006836,-4.8219804763793945,0.6817959547042847,-2.2067153453826904,-3.493680238723755,1.9910399913787842,0.7232966423034668,-1.7782117128372192,0.0773271769285202
9,9.111041069030762,0.8660804033279419,-4.166670799255371,1.8237502574920654,-2.2490017414093018,-2.1289830207824707,-0.3378153145313263,0.3900911509990692,1.166758418083191,-0.7141461968421936
10,10.260756492614746,0.2701766788959503,-4.312606334686279,1.4020168781280518,-1.3627650737762451,-1.2581193447113037,0.627271831035614,0.27372121810913086,0.8289541006088257,-0.10913966596126556
11,11.62660026550293,2.000760555267334,-3.0072877407073975,0.522597074508667,-1.0025123357772827,-0.8417143225669861,1.4550009965896606,1.6698474884033203,0.8109700679779053,1.2368839979171753
12,11.99774169921875,3.0456955432891846,-0.38136860728263855,1.289642095565796,0.31325262784957886,-0.27238646149635315,1.8183492422103882,2.0907068252563477,0.15327884256839752,0.8689068555831909
13,12.300378799438477,3.523996353149414,3.5129218101501465,1.7741914987564087,2.4237658977508545,-0.12806588411331177,1.5561435222625732,1.064193844795227,-2.204136371612549,0.010511153377592564
14,9.662379264831543,3.143106460571289,8.49530029296875,4.361836910247803,2.254645586013794,0.1222323402762413,-0.9197618961334229,-0.040712617337703705,-0.5860747694969177,-0.4164872169494629
15,4.9607930183410645,-0.23571446537971497,9.57565689086914,1.627162218093872,1.8487342596054077,-0.28584712743759155,-5.337363243103027,-3.3791308403015137,-0.6754068732261658,-1.8773066997528076
16,-0.8578351140022278,-2.6505024433135986,2.5583152770996094,3.474257707595825,2.156005620956421,-1.2567408084869385,-3.1408727169036865,-2.2886600494384766,-4.094630241394043,-4.4416656494140625
17,-1.445857286453247,-3.5121359825134277,-3.438648223876953,4.892006874084473,1.3179072141647339,1.2446194887161255,-4.114903926849365,0.6732441186904907,-3.030135154724121,0.5692687034606934
18,1.4120200872421265,-0.4357069432735443,-7.639187335968018,5.388152599334717,3.714124917984009,0.7561261057853699,-3.743650197982788,0.19380363821983337,1.17509925365448,1.4999240636825562
19,2.780949354171753,-2.4191088676452637,-0.8689343333244324,3.3024380207061768,4.292172908782959,0.7271624207496643,1.324723243713379,0.7085621356964111,1.0256578922271729,0.1951696276664734
20,1.7045857906341553,-2.682191848754883,-2.456216335296631,3.8581910133361816,4.498660087585449,6.006077289581299,9.058711051940918,-2.503430128097534,1.8983074426651,1.6923747062683105
21,1.5661237239837646,2.1113295555114746,5.443576812744141,-0.3077629804611206,2.4572620391845703,6.949826717376709,5.413811683654785,-3.891843795776367,4.854684352874756,0.07676232606172562
22,-2.5286784172058105,4.234479904174805,6.524197101593018,-0.44727379083633423,4.348996639251709,5.440195560455322,0.98308926820755,-1.9320476055145264,5.5783867835998535,1.1772148609161377
23,-9.834734916687012,4.289470195770264,2.2143807411193848,-1.9744971990585327,3.5320093631744385,2.3177683353424072,-0.4085445702075958,-0.5562260746955872,1.3904117345809937,0.44720274209976196
24,-11.824557304382324,1.9950859546661377,1.5125452280044556,-2.1876463890075684,1.4090458154678345,0.1375686377286911,1.3128736019134521,1.0404150485992432,0.6418481469154358,-1.141230583190918
25,-11.470230102539062,-3.040417432785034,-0.21976794302463531,-1.1905837059020996,0.5298579931259155,1.5321571826934814,-0.14826133847236633,0.40578076243400574,0.14974229037761688,-0.8183806538581848
26,-8.599318504333496,-2.7846038341522217,-4.454660415649414,-1.0476841926574707,2.166196823120117,2.4939472675323486,-0.12277120351791382,1.3560080528259277,-3.399515390396118,0.17726638913154602
27,-2.498253345489502,-1.0661160945892334,-5.7435832023620605,-4.2198333740234375,6.531463623046875,1.7716119289398193,0.5752934217453003,1.1449695825576782,-3.394240140914917,0.04791703820228577
28,-2.118886947631836,4.062519550323486,-3.8808722496032715,-5.7210612297058105,5.3546342849731445,-3.294384717941284,1.8437151908874512,-0.3511822521686554,0.6741378903388977,0.5594331622123718
29,-2.2167184352874756,4.8681960105896,0.05528321862220764,-4.927792549133301,3.4296164512634277,-5.226047992706299,3.4528841972351074,-1.655632495880127,3.1172032356262207,2.620715379714966
30,-5.593033790588379,0.7936996221542358,4.424219131469727,-7.011875629425049,3.768632173538208,-4.644833564758301,2.4684877395629883,-0.9581220746040344,2.780839443206787,1.1739323139190674
31,-7.525211334228516,-1.5282011032104492,3.785543203353882,-7.519632339477539,1.2325812578201294,-5.586874485015869,2.940086841583252,-3.141728162765503,1.0869266986846924,-0.5669347643852234
32,-7.014912128448486,-1.554039716720581,0.5336198210716248,-5.7985992431640625,2.022177219390869,-5.6107497215271,3.4261789321899414,-1.608163833618164,1.3014578819274902,-1.159173607826233
33,-4.4193878173828125,-1.8191323280334473,-1.024143099784851,-7.517000198364258,1.3845081329345703,-6.677102565765381,1.9966650009155273,-0.89736407995224,1.1977533102035522,-0.8389132022857666
34,-5.255450248718262,-1.9045379161834717,-1.3108726739883423,-4.757510662078857,1.1377553939819336,-6.659832954406738,1.5210018157958984,4.070428371429443,0.7224387526512146,-0.3901709020137787
35,-3.4246339797973633,-1.1099886894226074,2.0064427852630615,-2.8308675289154053,0.9956314563751221,-5.946929454803467,2.4759016036987305,4.612497806549072,-0.17894820868968964,1.7163609266281128
36,4.276054382324219,-7.035261154174805,4.130344867706299,-0.19893018901348114,-5.725513935089111,-0.13076476752758026,-2.1756391525268555,-0.4808866083621979,0.5883771181106567,1.4499610662460327
37,7.0308518409729,-7.4269700050354,-1.312340259552002,-0.7835653424263,-4.172699451446533,0.958118736743927,1.9318565130233765,-0.007494061719626188,-1.2285082340240479,0.5589215755462646
38,11.298662185668945,-2.9852254390716553,-3.174630880355835,-1.5718865394592285,-1.6591482162475586,1.8475538492202759,4.604062557220459,1.1303186416625977,-1.3585280179977417,2.0747451782226562
39,12.857561111450195,1.2380625009536743,-0.298007994890213,1.0939908027648926,0.062149107456207275,0.39043495059013367,1.3603160381317139,0.7284010052680969,-1.0019142627716064,1.3490725755691528
