,tsne-0,tsne-1,tsne-2
0,-15.06978472748327,-23.164990277272228,-108.16210193152322
1,-14.963632316581496,-23.599663595928476,-108.22132867883232
2,-14.67803581974687,-24.41196533740286,-108.56069721790335
3,2.6899230983245723,-13.139862450235345,-87.35838670887023
4,4.6250969143785685,-14.646525846509117,-90.89819895360223
5,-28.69935766670845,-33.39108664352102,18.266344292821135
6,-30.749661784858446,-11.205930049431212,55.86955228788243
7,-26.722995087741268,-22.825855187006557,47.59417671009967
8,54.193753714754735,184.07031408177176,195.16149957395578
9,47.103080101030365,39.152261886605615,66.6844197631841
10,46.68097352048728,183.70349966364077,191.9906592559175
11,45.46254244022341,183.40163163693742,190.9713371439102
12,38.985387826484946,183.50623721401456,195.23446602633658
13,34.116183036985966,192.30313387886443,198.89530318807198
14,11.467003953644495,-54.77718640379842,62.10814066448179
15,8.012069277427901,-55.46478420578573,58.35652917483281
16,4.185813999039242,-10.67092441212637,-31.850507902982102
17,1.143737051071597,-32.48105703126481,-96.4622635322632
18,2.5953427749149798,-64.78824517117349,29.736971194880244
19,22.116151095805776,-71.79650478575121,43.02884079184877
20,-70.14285152222493,13.540749183966165,57.99992744710728
21,3.055602377874359,-35.00192099590717,44.40042995275657
22,5.022863627488354,-34.516299196638684,37.5236973727466
23,-7.2107074418703645,-10.77519086771107,-108.5177418418351
24,-19.53890858446293,-15.293752290331417,-77.2542790503313
25,-13.669701445879383,-5.991670522644477,-84.32764386533586
26,-1.1225725524162324,-2.763476362267242,-90.52602573204618
27,29.338489765551316,-7.753407752147712,-11.327283637527499
28,2.152325663215863,-36.006566217743256,-27.743889196799856
29,0.3867509966293196,-35.29439805283415,-27.377806031411524
30,5.2633142371301584,-21.57040016027809,-75.42984977058299
31,5.57198824232701,-21.16767294541697,-75.09650261398278
32,6.147364031794113,-20.665778758674453,-74.4197880171112
33,6.907395356479073,-20.850131825337474,-73.91150336883337
34,8.126141166450761,-13.276803799594381,-64.6493128777684
35,8.61686168152306,-13.07544525934446,-64.27194693138591
36,30.526900994265286,25.38647185889466,36.39956964339351
37,31.888172888684085,32.63966139812018,46.61457200296268
38,24.300188443318614,36.12467760594406,54.18646801153264
39,42.14150538056743,180.82898503185422,194.1390281445038
40,35.4797727029851,181.53522830446173,197.94810712890626
41,32.05277589889609,187.54805113514143,200.71208937869574
42,15.507166384008164,-56.13169210373982,66.05369736045556
43,11.59911042757245,-54.429344897843656,62.72705303797479
44,-12.444709744385904,-3.994400207363515,-69.1062773161039
45,24.815926858795816,-24.978772777525258,-49.97261717047826
46,-8.3772483218172,-25.221291173492713,-103.76693909499772
47,-3.997171386805117,-21.068744955948716,-107.38645883920128
48,-5.496179919586892,-16.171668062716563,-110.92757727007577
49,-12.14722808632825,-6.636709347622565,-98.39628754279808
50,-11.578837400348435,-6.687370093844086,-98.57095706387729
51,-6.61294479558284,-6.059528010784592,-97.43293585210348
52,-6.366506781932843,-5.542919354060618,-97.53846714506456
53,23.751182261311797,-1.7130343362763998,-19.3881419052475
54,26.95892527931087,10.183969414918394,43.75106109763868
55,31.92771684185337,7.081275652344253,45.52204608814773
56,-3.4334335821964443,-33.46612014213447,44.58798717589004
57,18.58608305534581,-42.69360503312476,-55.61812176642763
58,-6.063043282014435,-10.255026927241959,-101.58592387810519
59,-26.221777529237883,-11.143519375989682,-92.57195667777562
60,-15.387033119039252,-23.63609899004663,-75.82942677981639
61,-5.432532071898929,-26.246015488221488,-70.79833076239677
62,16.78199811928522,-11.02852660023893,-64.91784534822169
63,37.42114870335217,35.39998306940341,40.15701344661354
64,32.48910649874567,38.79223702438056,52.66110240485069
65,27.64494220719512,39.66624435661284,51.263022305790386
66,46.951314472091916,180.7141835912989,185.69261736675523
67,40.24533234298722,178.2840253278941,195.58632955381427
68,37.139727054650095,177.37000465323624,200.43239795932422
69,34.025538870847875,186.0473907936641,198.27108207805927
70,10.672759174066407,-7.4271908600999215,78.39134046490892
71,11.252650367855317,-48.62918259010122,66.89732032880373
72,9.870854340881005,-54.5664702537741,60.561843708203845
73,23.060828932683574,-25.098704920440777,-49.98038220903955
74,-0.854612942370211,-16.69721591706371,-110.64438732922669
75,-11.358450898375073,-23.499320199250317,-99.65949813121196
76,-13.666411615201547,-23.141092786769878,-101.22717305640583
77,-13.995754589297334,-21.46257120026894,-69.88876047230261
78,-10.536706771798203,-13.861523879932735,-62.59220568287243
79,-9.23489178763175,-11.050978224291727,-64.95825925696612
80,14.477191508660354,-2.1628953496887715,-70.76569664112658
81,35.1843358488594,14.560334327612345,40.676351475311535
82,32.940673430116476,9.588756725936591,46.09342805944971
83,-39.64751561509233,-54.00818125908289,0.6701425607954273
84,-42.39682898276757,-58.315916495932115,1.342394429653947
85,7.006325633141247,-34.99172982294456,41.190945343027586
86,5.904870567169342,-25.040726925868157,34.424879481902586
87,-24.19948772403308,-23.968098361297393,-79.42917918991729
88,-1.4880483278637333,-21.864544820639306,-76.47073415988471
89,5.14123658574235,-22.71761507572994,-71.74794517494792
90,13.123885133075635,-15.42476754212939,-70.66999550019817
91,33.92580723700412,35.34326584683998,43.272444546837676
92,30.480427988476226,38.891711417937515,51.57397385573539
93,22.39562980433004,42.592777000395294,54.84355253794209
94,47.166675176654955,184.32898221117168,184.58192141188286
95,41.28813387646811,184.1923095183622,190.876643860906
96,45.202095000459956,184.1667534149446,188.1686872223993
97,34.656690647885284,183.13358899940897,193.8176203517669
98,32.318317914637674,183.03567626120648,196.30073872929387
99,35.44525016360124,-71.4607081884515,54.300421928937496
100,34.66839601650046,-71.48802118134074,54.44005321250186
101,10.61289377384872,-51.950199017818264,62.28882835387088
102,-46.62897660437084,-19.559504109468786,-85.10234983817743
103,-35.777907365774034,-21.70801032872102,-88.85193536827332
104,-15.138753107665122,-22.800696277027654,-76.19538820828039
105,-5.1824511372462165,-24.81253534389857,-70.50568467099717
106,3.671019956063282,-8.827980245861225,-70.82715654061508
107,5.967905831615822,-6.853094494279016,-73.0345403143186
108,5.127300193576496,-7.338959457356416,-75.11313816269555
109,-5.843992972710828,-1.2485164935470447,-81.91138838386465
110,27.765308228053176,-3.4718483653158505,-17.98491751960004
111,31.476963054287285,-6.858825258785667,-13.693037651962879
112,10.004332130658108,-27.05980334784981,-111.80279591321602
113,2.9094329017660687,-33.97850932885426,35.91866210939312
114,-22.128896113289212,-24.158250219408462,-79.82592384018676
115,-7.934477472097222,-19.17922847417208,-80.79898942897023
116,-0.949162226140148,-21.827994047683404,-78.4588810567042
117,7.127810617656141,-19.70378098499697,-74.24948022218743
118,16.776505514585992,-10.86441194661632,-64.89751098333112
119,38.50075591834169,36.67133497340744,40.09515624722674
120,38.879072475487476,37.00493739365312,40.62884888054029
121,20.78006365656611,34.490121592757,64.22793211963048
122,26.05810522690938,29.251742515851273,51.47018927268324
123,25.230367375753115,31.459544904264956,52.24591188473761
124,46.327858451257576,183.2953775761726,187.93140381257876
125,38.49589508979033,184.04543160644536,193.4736107350923
126,33.39783304152519,183.60752440495096,195.1503956943725
127,33.1149563610869,-68.2632287365451,52.99429464817321
128,18.94019794617459,-36.266704187599686,61.26715350183546
129,16.966433662270482,-35.221124600999524,63.93779455447
130,-33.40575489855007,-9.458839045791338,67.69903448914947
131,10.607683269589385,-7.772314960613892,75.26446725190662
132,16.536858286993265,-30.29558468317241,56.24583788298676
133,53.17227536952866,66.90821492001247,141.35396376917674
134,10.987279038632135,-35.34745212773631,70.28707075395458
135,-3.521227287667397,-8.562886021457935,-60.33648038474062
136,24.324443505992708,-29.991869193490263,-51.43164681093114
137,24.00111600957003,-31.13299016575627,-51.60179659690451
138,-4.0615843107522975,-10.902496346572342,-112.51734735836399
139,4.677113224380346,-30.3545140032581,38.491607901669184
140,-40.54674220959291,-20.245951286303114,-93.24062223091632
141,-30.14342252119914,-16.816361833593774,-99.28286308103242
